id,name,behave,belongTo,treatment,pharmacy
R55,冷经尿血,尿中带血，排尿次数多,冷经冷病,补虚固涩,"一方:姬佳诺（阳雀花根）20g,凯欧（黄精）20g,萬勇更（鹿衔草）15g,豆顿（杜仲）20g,煎水内服。二方:佳欧芜（党参）20g,珍布仰（金樱子）15g,萬佳嘎强溜（篇蓄）15g,娜丽（山药）15g,臭牡丹15g,煎水内服。三方:豆顿（杜仲）20g,凯欧（黄精）20g,萬朴翁（何首乌）20g,萬里八降（车前草）20g,煎水内服。"
R56,遗尿,梦中尿液自行排出,冷经冷病,补肾固涩,"一方:核桃仁50g,灵芝30g,珍布仰（金樱子）20g,煎水内服。二方:姬佳诺（阳雀花）20g,佳超幼（仙茅）10g,佳莪涛（淫羊歡）20g,煎水内服。三方:珍豆萬播（枸杞）20g,凯欧（黄精）20g,韭菜子15g,桑螺蜗15g,煎水内服。"
R57,热经小便困难,排尿困难，尿少，点滴不爽,热经热病,清热解毒，通利小便,"一方:萬里料（石韦）18g,萬里八降（车前草）20g,潘豆乃（十大功劳）15g,萬旱嘎玛（凤尾草）15g,煎水内服。二方:豆比吼哈羌（三颗针）15g,豆嘎里访（黄柏）18g,搜档索（一点红）20g,萬佳嘎强溜（篇蓄）15g,煎水内服。三方:vobbangshxub菖榜学（酸咪咪）20g,榜佳腔（金银花）20g,布幼打（三匹风）20g,仰嘎姬（白茅根）20g,萬坝仰（夏枯草）20g,煎水内服。"
R58,冷经小便国碓,无力排尿点点滴滴,冷经冷病,温中散寒，补肾，通利小便,"一方:佳俄淸（淫羊W）20g,萬强牛（续断）20g,凯欧（黄精）15g,酒桑咯咯列里（牛膝）15g,煎水内服。二方:萬它信（冬葵子）20g,韭菜子10g,W有加溜（狗脊）15g,附片15g,煎水内服。三方:益志仁15g,佳翁谬茧（万寿竹）20g,桑螺峭10g,煎水内服。"
R59,尿甜症,吃的多，饿得快,热经热病,清热止渴，清胃止渴,"一方:嘎炯菲（葛根）12g,珍宫幼（五味子）12g,朗访幼（石斛）10g,凉粉茶15g,煎水内服。二方:嘎龚令豆朴林（榴木）12g,嘎炯菲（葛根）15g,珍佳俄董（麦冬）10g,佳架山（龙胆草）10g,煎水内服。三方:生石膏50g,嘎炯菲（葛根）20g,潘豆乃（十大功劳）20g,煎水内服。"
R60,冷病水湿瘟疾,全身肌肉发紧、酸痛，怕冷，无汗，大便清稀,冷经冷病,清热除烦，利水渗湿,"一方:布佳菲（阎王刺）15g,佳萬姣米（蕾香）12g,厚朴10g,煎水内服。豆跃里（佩兰）15g,萬嘎勒（蜘蛛香）15g,狗肝菜15g,蓬白1颱，陈皮10g,珍陡（茵仁米）20g,煎水内服。仰格陇给（淡竹叶）15g,珍姜（木姜子）15g,崩大碗15g,嘎炯嘎令豆嘎收（铁筷子）1麾,佳萬姣米（蕾香）10g,煎水内服。"
R61,热病水湿瘟蒙,身热，食后发烧，尿少,热经热病,清热利湿，利水渗湿,"一方:珍蟒（杏仁）12g,萬祖别芭（前胡）10g,萬丢（折耳根）15g,嘎腔赶芒（麦芽）皿,萬米仰（马齿苑）20g,煎水内服。二方:萬拿（刺桑）血,阿梅棍（苦养头）15g,珍蟒（杏仁）10g,科辣（制半夏）10g,佳萬姣米（蕾香）10g,萬相学（牛莠子）15g,煎水内服。三方:桂枝10g,珍陡（苣仁米）15g,珍姜（木姜子）10g,布佳菲（阎王刺）15g,煎水内服。"
R62,热经水肿,两下肢水肿,热经热病,利湿行水,"一方:仰嘎姬（白茅根）20g,萬嘎相（旱莲草）10g,萬佳嘎强确（篇蓄）15g,萬里八降（车前草）10g,萬迷沙又（半边莲）10g,煎水内服。二方:蛙魔董（弥猴桃）20g,萬项嘎（鸡矢藤）15g,仰嘎姬（白茅根）15g,珍陡（茵仁米）20g,煎水去渣,用汁煮稀饭加蜂糖内服。三方:萬里八降（车前草）15g,仰嘎姬（白茅根）20g,M佳嘎强确（篇蓄）12g,佳腔（海金沙）12g,佳劳给（马鞭草）12g,萬里料（石韦）15g,煎水内服。"
R63,冷病气血两虚水肿,腰腹酸重，水肿，腹胀,冷经冷病,清热解毒，行水,"一方:葛嘎仰（鸭跖草）15g,葛娜（养菜）20g,仰格陇给（淡竹叶）15g,仰嘎姬（白茅根）20g,萬佳嘎强确（篇蓄）12g,苞姜给打（茯苓）10g,萬里八降（车前子）12g,煎水内服。二方:萬给干枪（斑鸠窝）15g,萬帮学（酢浆草）10g,萬比赊溜（连钱草）12g,萬比甘（商陆）10g,珍陡（茵仁米）15g,黄芷20g,煎水内服。三方:萬比赊幼（小金钱草）15g,鲜草捣烂敷肚脐。"
R64,热病血虚心慌,心慌，头昏，面色苍白，呼吸急促,热经热病,清热除烦，养心安神,"一方:佳保耶（石菖蒲）10g,萬里略芭（远志）10g,佳欧芜（党参）15g,灵芝20g,煎水内服。二方:凯访（郁金）10g,仰松芭（香附）10g,佳欧芜（党参）15g,萬朴翁（夜交藤）20g,煎水内服。三方:珍陆（炒梔仁）10g,茯神15g,丹参10g,萬朴翁（夜交藤）15g,煎水内服。"
R65,冷病气血两虚心慌,心慌，胸闷，气短,冷经冷病,补气养血，养心安神,"一方:瓜萎30g,芥白15g,科辣（制半夏）10g,煎水内服。二方:姜加莪董（麦冬）15g,珍陆（炒梔仁）20g,嘎佬豆金（山枝茶）15g,煎水内服。三方:嘎炯芒桑（棉花根）20g,苞姜给打（茯苓）10g,引丹参20g,珍桐（桃仁）10g,萬佬嗥（当归）10g,JI|M10g,煎水内服。"
R66,冷经头痛,头晕胀痛、夜寐不宁,冷经冷病,去风止痛，温通散寒，止痛,"一方:萬巩料（虎杖）10g,高立日（天麻）15g,佳劳略（钩藤）10g,豆斗欧（草决明）15g,仰纠（三叶草）12g,仰嗟嘎（鸡血藤）15g,凯欧（黄精）10g,煎水内服。二方:抓尖金涌（岩巴藤）15g,高立日（天麻）10g,萬哈（姜黄）10g,榜萬芜（菊花）10g,佳劳略（钩藤）12g,煎水内服。三方:豆斗欧（草决明）15g,姬佳诺（阳雀花）15g,珍访象（山楂）12g,豆顿（杜仲）10g,榜萬芜（菊花）10g,芍药（白芍）10g,煎水内服。"
R67,热经头痛,头痛表现为挚痛，灼痛，胀痛,热经热病,温通散寒，止痛,"一方:嘎罢又赊（黑骨藤）12g,布佳菲（阎王刺）15g,珍姜（木姜子叶）8g,萬梗比（鹅不食草）10g,煎水内服。二方:保略（紫背浮萍）20g,布佳菲（阎王刺）15g,嘎欧底（苏叶）10g,佳姜给（荆养）10g,佳榴腔（土升麻）1庞，煎水内服。三方:加芒丢得幼（抱石莲）20g,佳劳给（马鞭草）15g,榜加腔（金银花）12g,布佳菲（阎王刺）12g,煎水内服。"
R68,偏头痛,一侧头痛如针刺刀割，头晕，耳鸣，颜面抽筋,冷经冷病,祛风止痛，行气活血,"一方:嘎炯菲（葛根）15g,佳嘎陇给（徐长卿）10g,加九留（四块瓦）8g,白芷15g,桂枝10g,煎水内服。二方:嗟尚（大血藤）15g,佳榜岗（苕叶细辛）8g,萬项嘎（鸡矢藤）15g,佳欧芜（党参）15g,川夸10g,煎水内服。三方:葛哈（姜黄）8g,芙蓉花15g,黄荆条15g,豆萬岗（桑叶）20g,榜葛芜（菊花）15g,煎水内服。"
R69,前额头痛,前额头痛,热经热病,养阴扶阳，行气止痛,"一方:苞姜给打（茯苓）20g,加欧（苍耳）10g,白芷10g,娜丽（山药）20g,萬哈（姜黄）5g,高立日（天麻）15g,煎水内服。二方:葛嘎勒（蜘蛛香）15g,嘎龚真宫幼（五香血藤）20g,萬勇哥（骚羊古）15g,佳劳略（钩藤）12g,煎水内服。三方:葛巴象（糯米团）20g,萬仰西（茜草）12g,佳欧芜（党参）15g,地米参15g,萬布套学（血人参）15g,煎水内服。"
R70,热经头昏目眩庭,头昏，看物转动，恶心，呕吐，不思睡眠,热经热病,滋阴降火，滋肝补肾,"一方:高立日（天麻）15g,佳劳略（钩藤）10g,机衣（女贞子）15g,芍药（白芍）15g,煎水内服。二方:佳灰柯（头晕药）20g,嘎罢嗟姜（菟丝子）15g,灵芝15g,葛朴翁（夜交藤）20g,煎水内服。三方:菖朴翁（何首乌）20g,豆萬岗（桑募）15g,榜萬芜（菊花）10g,萬坝仰（夏枯草）15g,煎水内服。"
R71,冷经血虚目眩症,头昏目眩，看物转动,冷经冷病,滋阴降火，滋肝补肾,"一方:凯欧（黄精）20g,珍陆（梔子）15g,佳萬遍尖脑（半枝莲）15g,萬里略芭（小远志）15g,煎水内服。二方:葛布套学（血人参）15g,娜丽（山药）20g,佳欧芜（党参）15g,豆萬岗（桑募）20g,煎水内服。三方:嗟尚（大血藤）15g,葛给干枪（斑鸠窝）20g,响铃草15g,珍陆（梔子）10g,煎水内服。"
R72,冷经气虚头备目眩建,头昏目眩，恶心，想吐，少气懒言,冷经冷病,祛风化痰，补气养血,"一方:陈皮10g,科辣（制半夏）12g,萬里略芭（瓜子金）10g,M嘎勒（蜘蛛香）12g,煎水内服。二方:豆跃里（佩兰）12g,竹茹20g,芍药（白芍）10g,珍陆（梔子）10g,珍访象（山楂）10g,煎水内服。三方:佳保耶（石菖蒲）10g,豆卡欧（吴萸）10g,凯欧（黄精）10g,榜拉梯（枇杷叶）15g,瓜萎15g,煎水内服。"
R73,冷经華庭,头晕，不能站立,冷经冷病,补气养血，养心安神,"一方:高立日（天麻）20g,佳劳略（钩藤）15g，萬罢仰（夏枯草）20g,芍药（白芍）15g,煎水内服。二方:葵花根100g,冰糖100g,煎水内服。三方:萬布罢娜（小蓟根）50g,煎水空服。"
R74,热经晕症,头晕不能站立,热经热病,清热化痰,"一方:珍桐（桃仁）15g,达柯芍（赤芍）15g,岗郎炯（地龙）8g,煎水内服。二方:萬罢仰（夏枯草）20g,佳涝给确（益母草）20g,豆萬岗佳菲幼（桑寄生）15g,佳劳略（钩藤）10g,煎水内服。三方:榜萬芜（菊花）15g,萬里略芭（小远志）10g,豆顿（杜仲）20g,珍豆萬播（枸杞）20g,煎水内服。"
R75,热銓胁痛,胁肋疼痛，走窜不定,热经热病,理气止痛,"一方:仰松芭（香附）10g,豆卡欧（吴萸）6g,仰嗟嘎（鸡血藤）12g,凯访（姜黄）10g,珍陆（梔子）8g,菖鼾（茵陈）12g,柴胡12g,煎水内服。二方:萬轮茂跃（瓶尔小草）10g,佳嘎陇给（徐长卿）8g,煎水内服。三方:酒尚苞确（蛇莲）12g,仰松芭（香附）10g,萬疗（辣蓼）15g,豆卡欧（吴萸）6g,萬仰希（小血藤）10g,佳蒙枪（青木香）6g,煎水内服。"
R76,冷经胁痛,肋胁隐痛，或疼痛时起时伏,冷经冷病,活血化瘀，理气止痛,"一方:豆嘎雷溜（仙人掌）20g,娜丽（山药）12g,苞脚桑（地苦胆）6g,穿心莲10g,豆姜额（苦楝）10g,煎水内服。二方:萬壳欧（野薄荷）10g,佳嘎陇给（徐长卿）8g,姜加莪董（麦冬）12g,姬佳诺（锦鸡儿）10g,芍药（白芍）10g,煎水内服。三方:萬久欧（水三七）10g,佳嘎陇给（徐长卿）10g,研磨细粉吞服。"
R77,冷病血虚健忘,健忘，失眠，心慌，神倦,冷经冷病,滋补肝肾，养心安神,"一方:萬阿苯（土人参）20g,萬佬嗥（当归）15g,萬里略芭（远志）15g,茯神20g,煎水内服。二方:豆顿（杜仲）20g,酒桑咯咯列里（牛膝）15g,M嘎相（旱莲草）1幽,凯欧（黄精）20g,豆嘎里访（黄柏）15g,煎水内服。三方:萬朴翁（何首乌）20g,菖它信（冬葵根）15g,珍陆（梔子）15g,佳保耶（石菖蒲）10g,煎水内服。"
R78,热病心血受损健忘,善忘，头晕，胸闷,热经热病,清热，养心，安神,"一方:萬佬嗥（当归）15g,嘎佬豆金（山枝茶）15g，达柯芍（赤芍）15g,酒桑咯咯列里（牛膝）15g,煎水内服。二方:苞姜给打（茯苓）20g,竹茹15g,豆萬岗（桑甚）20g,煎水内服。三方:萬巴象（糯米团）20g,嘎佬豆金（山枝茶）15g,萬朴翁（夜交藤）15g,景天三七15g,煎水内服。"
R79,热经忧郁,精神不振、时时叹息、暧气,热经热病,理气，泻火，开郁,"一方:柴胡12g,珍陆（梔子）10g,豆姜额（川楝）15g,嘎佬豆金（山枝茶）20g,豆嘎雷溜（仙人掌）15g,煎水内服。二方:萬嘎勒（蜘蛛香）10g,嘎佬豆金（山枝茶）12g,萬里略芭（小远志）8g,珍访象（山楂）10g,珍佳俄董（麦冬）10g,萬朴翁（夜交藤）20g,煎水内服。三方:橘叶20g,仰松芭（香附）20g,青皮15g,煎水内服。"
R80,冷经忧郁,神志恍惚，悲忧啼哭,冷经冷病,宁心安神,"一方:萬阿苯（土人参）20g,茯神20g,萬里略芭（小远志）15g,红枣50g,煎水内服。二方:仰抵嘎（沙参）20g,珍豆萬播（枸杞）20g,姜加莪董（麦冬）20g,灵芝20g,景天三七15g,煎水内服。三方:佳灰柯（头晕药）20g,萬朴翁（夜交藤）15g,珍发秋（木瓜）15g，珍访象（生山楂）50g,凯欧（黄精）20g,煎水内服。"
R81,多睡病,久睡不醒，或醒后又睡,热经热病,健脾，益气，扶阳,"一方:加嘎陇给（徐长卿）12g,萬嘎勒（蜘蛛香）15g,萬项嘎（鸡矢藤）20g,佳欧芜（党参）16g,煎水内服。二方:姬佳诺（阳雀花根）20g,佳保耶（石菖蒲）10g,煎水内服。三方:凯欧（黄精）20g,萬勇哥（骚羊古）10g,佳蒙枪（木香）10g,泡参20g,煎水内服。"
R82,热经失瞩,失眠多梦，通夜不能入睡,热经热病,疏肝泻火，养血益气，安神,"一方:佳架山（龙胆草）20g,珍陆（梔子）10g,仰松芭（香附）12g,煎水内服。二方:科辣（制半夏）10g,苞姜给打（茯荟）2瞻,豆比吼哈羌（三颗针）15g,陈皮12g,煎水内服。三方:嘎佬豆金（山枝茶）20g,珍访相（山楂）30g,灵芝20g,萬朴翁（夜交藤）20g,煎水内服。"
R83,冷经失眠,夜不易入睡，肢冷，心烦,冷经冷病,"益气养血,安神","一方:佳欧芜（党参）20g,凯欧（黄精）15g,葛朴翁（何首乌）20g,仰松迷（灯心草）10g,煎水内服。二方:生地20g,糯独佳开都（水黄连）6g,葛里略芭（小远志）15g,红枣30g,煎水内服。三方:黄苗30g,萬朴翁（何首乌藤）20g,芍药（白芍）15g,嘎腔赶芒（麦芽）15g,煎水内服。"
R84,抖症,发抖不能自制，语言不清，拿物不稳,热经热病,祛风通络，祛风疏经,"一方:高立日（天麻）20g,佳劳略（钩藤）15g,佳嘎旅（生扯拢）15g,白蕨力12g,煎水内服。二方:豆斗欧（草决明）18g,萬豆刹（红禾麻）20g,朗心沙（乌梢蛇）20g,岗叩（螟蚣）15g,煎水内服。三方:高立日（天麻）15g,芍药（白芍）12g,豆顿（杜仲）15g,酒桑咯咯列里（牛膝）12g,煎水内服。"
R85,热经中邪,高烧，大汗，昏睡，四肢抽搐,热经热病,清热除烦，滋阴生津,"一方:萬达尚（莺尾）20g,生石膏30g,佳萬姣米（蕾香）15g,煎水内服。二方:荷叶10g,西瓜皮30g,苦瓜叶10g,煎水内服。三方:岩洋参20g,朗访幼（石斛）15g,仰格陇给（淡竹叶）15g,煎水内服。"
R86,冷病中邪,神志恍惚，缩手缩脚,热经热病,补气养血，滋阴降火,"一方:绿豆50g,嘎炯令豆得（水冬瓜皮）30g,香蕾15g,西瓜皮30g,仰抵嘎（沙参）30g,煎水内服。二方:姬佳诺（阳雀花）20g,荷叶30g,豆萬岗（鲜桑叶）20g,煎水内服。三方:鲜竹叶心20g,M芮榴（鱼瞅串）20g,萬米仰（马齿竟）30g,珍布渴（刺梨根）15g,煎水内服。"
R87,妇人热病经来花癲,胡言乱语，哭笑无常,热经热病,养心安神，补气养阴,"嘎佬豆金（山枝茶）30g,豆比吼哈羌（三颗针）30g,竹茹20g,煎水内服。"
R88,妇人热病心神不定花癫,心神不定,热经热病,养心安神，滋阴降火,"一方:珍陆（梔子）10g,佳巩山（苦参）15g,灵芝15g,佳架山（龙胆草）20g,煎水内服。二方:十字草20g,小种三七15g,仰格陇给（淡竹叶）20g,胆南星15g,煎水内服。三方:瓜萎20g,潘豆乃（十大功劳）15g,嘎佬豆金（山枝茶）20g,珍陆（梔子）15g,茯神20g,煎水内服。"
R89,妇人热经肝火旺盛龙癫,"发惊，发怒，大
声大叫",热经热病,清热除烦，补气养血,"一方:朗象刹（南蛇藤）15g,缴草15g,萬里略芭（小远志）10g,珍陆（梔子）10g,姜加莪董（麦冬）12g,煎水内服。二方:佳巩山（苦参）20g,嘎佬豆金（山枝茶）20g,茯神15g,萬灰秋（土大黄）20g,煎水内服。"
R90,妇人热病疫迷心窍花癲,不知羞耻，不知冷热,热经热病,镇静安神，化痰通窍,"一方:科辣（制半夏）15g,胆南星20g,瓜萎15g,嘎佬豆金（山枝茶）20g,珍陆（梔子）10g,煎水内服。二方:糯独佳开都（水黄连）15g,马兜铃6g,佳翁谬茧（万寿竹）15g,煎水内服。三方:佳保耶（鲜石菖蒲）100g,芝麻50g,佳劳略（钩藤）50g,煎水内服。"
R91,便血,先大便后来血，大便成黑色,冷经冷病,健脾，温中，止血,"一方:佳蒙枪（木香）15g,泡参20g,加嘎陇给（徐长卿）15g,加嘎吉给（仙鹤草）18g,煎水内服。.二方:黄芷20g,娜丽（山药）15g,萬嘎勒（蜘蛛香）15g,煎水内服。三方:仰抵嘎（沙参）30g,M布罢确（大蓟）50g,煮瘦肉内吃。"
R92,热经水湿热毒便血,下血鲜红，肛门灼热,热经热病,祛热除毒，收敛止血,"一方:萬丢（鱼腥草）30g,萬娜（养菜）20g,萬吼嘎抖（贯众）20g,煎水内服。二方:萬灰秋（土大黄）20g,萬咪仰（马齿菟）30g,萬榜肖妖（满天星）30g,煎水内服。三方:萬里八降（车前草）20g,萬布套学（血人参）20g,萬比赊溜（连钱草）20g,煎水内服。"
R93,热经便血,便血，量多，色红或紫,热经热病,清热凉血,"一方:萬灰秋（土大黄粉）10g,煎水内服。二方:鲜藕适量，捣烂取汁内服。二方:鲜藕适量，捣烂取汁内服。三方:葛灰秋（大黄）1庞,糯独佳开都（水黄连）3g,萬久欧（三七）10g,珍陆（梔子）10g,仰嘎姬（白茅根）50g,煎水内服。"
R94,冷经便血,便血量多或不多，血色淡或鲜红,冷经冷病,补气养血，止血,"一方:豆嘎先（紫珠草）30g,佳欧芜（党参）30g,煎水内服。二方:卷柏15g,萬里料（石韦）30g,嘎炯芒桑（棉花根）30g,朗萬跃（蚊母草）20g,煎水内服。三方:姬佳诺（阳雀花根）20g,萬朴翁（何首乌）20g,潘豆乃（十大功劳）15g,煎水内服。"
R95,牙出血,齿龈出血，血色鲜红,热经热病,清胃，泻火,"一方:芦根20g,豆野给（白马骨）20g,煎水内服。二方:生石膏50g,萬达尚（莺尾）15g,姜加莪董（麦冬）10g,机衣（女贞子）20g,煎水内服。三方:豆比吼哈象（三颗针）20g,朗访幼（石斛）15g,葛布罢确（大蓟）20g,煎水内服。"
R96,虚火牙出血,牙齿出血，色红，肿痛,热经热病,清热解毒，凉血止血,"一方:佳珍嘎佬苑（果上叶）20g,佳架山（龙胆草）20g,机衣（女贞子）20g,煎水内服。二方:豆跃里（佩兰）20g,葛欧吾（九里光）20g,豆野给（白马骨）30g,煎水内服。三方:葛鼾（茵陈）30g,芍药（白芍）15g,萬咪仰（马齿菟）30g,葛朴翁（何首乌）20g,煎水内服。"
R97,肺热出鼻血,鼻出血，鼻腔干燥,热经热病,清肺止血，凉血止血,"一方:豆葛岗（桑叶）20g,萬竟（青蒿）20g,珍陆（梔子）15g,仰嘎姬（白茅根）30g,姜加莪董（麦冬）20g,煎水内服。二方:荷叶30g,波嘎梯（百合）20g,芦根30g,煎水内服。三方:萬久欧（水三七）20g,葛嘎里（旱莲草）30g，媾佬葛（元宝草）2g,煎水内服。"
R98,胃热鼻出血,"鼻出血，鼻腔干燥,",热经热病,清热除湿，凉血活血,"一方:生石膏50g,珍陆（梔子）20g,仰格陇给（竹叶）15g,桑咯咯列里（牛膝）15g,煎水内服。二方:佳架山（龙胆草）20g,潘豆乃（十大功劳）20g,榜萬就（莓草）15g,豆萬播（地骨皮）15g,煎水内服。二方:佳架山（龙胆草）20g,潘豆乃（十大功劳）20g,榜萬就（莓草）15g,豆萬播（地骨皮）15g,煎水内服。"
R99,肝火旺、鼻出血,鼻出血，量多，色鲜红,热经热病,清肝泻火，凉血止血,"一方:达柯芍（赤芍）20g,珍陆（梔子）20g,豆比吼哈羌（三颗针）15g,生地20g,煎水内服。二方:水牛角2g,藕节30g,萬仰西（茜草）15g,嘎佬豆金（山枝茶）15g,煎水内服。三方:豆比吼哈羌（三颗针）15g,佳架山（龙胆草）30g,豆枪（侧柏叶）20g,煎水内服。"
R100,热毒咳血,咳嗽痰中夹血，色鲜红,热经热病,清热润肺，凉血止血,"一方:豆烈（铁包金）15g,姜加莪董（麦冬）20g,瓜萎15g,珍陆（梔子）10g,豆萬岗（桑叶）15g,萬仰西（茜草）15g,煎水内服。二方:仰抵嘎（杏叶沙参）2庞,珍蟒（杏仁）15g,豆萬岗（桑白皮）20g,萬相学（牛莠子）15g,肝努净菸（岩亜豆）12g,煎水内服。三方:豆枪（侧柏叶）20g,仰嘎姬（白茅根）2g,波嘎梯（百合）12g,加嘎吉给（仙鹤草）20g,佳珍嘎佬苑（果上叶）12g,煎水内服。"
R101,肝火咳血,咳嗽咳痰，痰中带血，烦躁易怒,热经热病,清热润肺，凉血活血,"一方:萬坝仰（夏枯草）30g,一口血20g,萬比审（虎耳草）20g,佳珍嘎佬苑（果上叶）20g,煎水内服。二方:佳架山（龙胆草）20g,珍陆（梔子）15g,姜加莪董（麦冬）20g,萬久碧幼（一朵云）15g,萬布罢确（大蓟）30g,煎水内服。三方:乌旧（白及）20g,波嘎梯（百合）20g,萬梗比（鹅不食草）10g,仰嘎姬（白茅根）30g,萬祖别芭（前胡）10g,煎水内服。"
R102,胃热吐血,腹痛，恶心，吐血量多，色鲜红或紫暗,热经热病,滋阴降火，凉血活血,"一方:生石膏30g,豆比吼哈羌（三颗针）20g,珍陆（梔子）20g,藕节20g,煎水内服。二方:萬布罢确（大蓟）20g,仰嘎姬（白茅根）20g,萬灰秋（土大黄）15g,萬久欧（水三七）20g,煎水内服。三方:酒桑咯咯列里（牛膝）15g,仰嘎姬（白茅根）30g,朗访幼（石斛）15g,萬布罢娜（小蓟）20g,丹皮15g,煎水内服。"
R103,肝火吐血,吐血，量多，心烦多怒，目眩,热经热病,清肝火，清胃热止血,"一方:萬坝仰（夏枯草）20g,榜萬芜（野菊花）20g,萬欧吾（千里光）20g,萬布罢确（大蓟）30g,珍陆（梔子）15g,煎水内服。二方:佳架山（龙胆草）20g,潘豆乃（十大功劳）20g,仰蜡烛（蒲黄）20g,柴胡10g,煎水内服。三方:佳架山（龙胆草）20g,萬里八降（车前草）15g,萬佬嗥（当归）12g,姜加莪董（麦冬）15g,萬嘎里（旱莲草）20g,煎水内服。"
R104,热经风热青紫血斑,下肢和下半身青紫血斑，大小便带血,热经热病,祛风清热，凉血止血,"一方:佳姜给（荆芥穗）20g,榜佳腔（金银花）20g,生地10g,达柯芍（赤芍）15g,豆阿潘（地肤子）15g,仰嘎姬（白茅根）2如,煎水内服。二方f萬布罢确（大蓟）20g,仰蜡烛（蒲黄）15g,萬灰秋（土大黄）10g,萬卧俄（地榆）20g,煎水内服。三方:萬给干枪（斑鸠窝）15g,葛壳溜（泽兰）12g,一口血16g,萬哈收（地蜂子）12g,萬灰秋（土大黄）15g,煎水内服。	，"
R105,热经血热青紫血斑,发热，皮肤瘀点或瘀斑，大小便带血,热经热病,清热解毒，凉血止血,"一方:加嘎吉给（仙鹤草）15g,朗萬跃（蚊母草）15g,紫草12g,红枣30g,生地20g,煎水内服。二方:潘豆乃（十大功劳）20g,豆野给（白马骨）15g,木芙蓉20g,生石膏30g,M灰秋（土大黄）20g,煎水内服。三方:水牛角20g,萬久欧（土三七）20g,煎水内服。"
R106,冷经气虚者紫血斑,皮肤青紫，反复发作，面色苍白，四肢无力,冷经冷病,补气养血，活血化瘀,"一方:姬佳诺（阳雀花根）20g,佳欧芜（党参）20g,娜丽（山药）15g,萬嘎里（旱莲草）15g,煎水内服。二方:嘎炯芒桑（棉花根）20g,仰嘎姬（白茅根）15g,凯欧（黄精）20g,珍布仰（金樱子）10g,煎水内服。三方:佳欧芜（党参）20g,娜丽（山药）20g,红枣30g,珍豆萬播（枸杞）20g,煎水内服。"
R107,冷经血虚青紫血斑,青紫血斑下肢最多，反复发作,冷经冷病,滋阴降火，凉血止血,"一方:豆萬岗（桑甚）20g,龟板20g,姜加莪董（麦冬）15g,豆榜乳（木槿花）20g,煎水内服。二方:菖仰西（茜草炭）20g,豆萬播（地骨皮）15g,豆阿潘（铁扫帚）20g,萬朴翁（何首乌）20g,煎水内服。三方:仰嘎姬（白茅根）20g,叶下珠20g,萬布罢确（大蓟）20g,波嘎梯（百合）30g,萬娜（养菜）15g,煎水内服。"
R108,冷经气虚紫斑,紫斑多发生于下肢，妇人多见，色紫暗淡,热经热病,益气止血,"一方:黄芷20g,萬佬嗥（当归）10g,煎水内服。二方:葛珍伦（仙桃草）15g,仰嘎姬（白茅根）20g,嘎脑豆松芒（女贞子叶）16g,佳松略确（土三七）12g,煎水内服。三方:豆枪（侧柏）15g,萬丢（鱼腥草）18g,姬佳诺（阳雀花根）20g,萬榜学（酢酱草）16g,花生衣20g,煎水内服。"
R109,冷经血虚紫斑,头晕，心烦，全身无力，肌肤发热,热经热病,滋阴降火，化斑止血,"一方:仰嘎姬（白茅根）20g,豆枪（侧柏叶）15g,萬仰西（茜草炭）20g,豆萬播（地骨皮）18g,煎水内服。二方:仰嘎姬（白茅根）30g,红枣100g,煎水内服。三方:葛嘎里（旱莲草）20g,加嘎吉给（仙鹤草）20g,嘎龚布梭学嘎八（见血飞）15g,煎水内服。"
R110,热经火旺紫斑,发热，便秘，口渴，尿黄,热经热病,清热解毒，凉血化瘀,"一方:水牛角粉15g,开水吞服。二方:佳萬遍尖脑（半枝莲）15g,洒尚就确（雪莲花）16g,萬佬嗥（当归）12g,乌索欧（龙葵）15g,凯访幼（郁金）10g,布幼打（蛇莓）10g,黄茂15g,红参10g,轮环藤根15g,丹参10g,煎水内服。三方:山佳跃（还魂草）15g,仰嘎姬（白茅根）15g,煎水加蜂糖内服。"
R111,冷经风湿性关节炎,肢体冷痛，麻木,冷经冷病,祛风止痛，通络止痛,"一方:豆珍空（透骨香）20g,科抖欧（追风散）15g,布佳菲（阎王刺）20g,加九留（四块瓦）15g,煎水内服。二方:佳嘎旅（生扯拢）20g,嘎炯豆丢劳独（八角枫）10g,佳豆给棕（威灵仙）20g,嘎炯令豆得（水冬瓜）15g,煎水内服。三方:佳莪罢（七叶莲）20g,豆萬岗（桑枝）15g,嘎龚布梭学嘎八（见血飞）20g,萬豆刹（红禾麻）20g,煎水内服。"
R112,热经风湿性关节炎,关节红肿热痛，发烧,热经热病,清热利湿，舒经通络，祛风止痛,"一方:萬比哈（豬荟草）20g,榜佳腔（忍冬藤）15g,佳嘎陇给（徐长卿）20g,珍发秋（木瓜）20g,煎水内服。二方:佳劳略（钩藤）15g,珍豆蟒（路路通）20g,萬仰西（茜草）15g,海桐皮20g,煎水内服。三方:鲍家利幼（草乌）15g,M灰萬菲（蒲公英）20g,嗟尚（大血藤）20g,萬壳溜（泽兰）15g,煎水内服。"
R113,热湿互结类风湿,多个关节红肿疼痛变形，发烧,热经热病,清热利湿，祛风止痛,"一方:佳豆给棕（威灵仙）15g,佳生幼（三角风）10g,M乃略芭（一枝黄花）15g,煎水内服。二方:布佳菲（阎王刺）15g,八月扎12g,酒尚苞确（蛇莲）15g,葛哈收（地蜂子）10g,煎水内服。"
